timestamp,open,high,low,close,volume
1704203400,4520.0,4520.1,4519.19,4519.78,2124
1704203700,4519.78,4520.08,4516.94,4516.94,2717
1704204000,4516.94,4517.93,4516.85,4517.93,1883
1704204300,4517.93,4521.3,4516.48,4516.48,2529
1704204600,4516.48,4517.79,4515.46,4517.79,1923
1704204900,4517.79,4518.41,4516.14,4516.14,2008
1704205200,4516.14,4518.94,4514.89,4517.14,1475
1704205500,4517.14,4517.45,4516.66,4517.45,1358
1704205800,4517.45,4517.69,4516.0,4516.51,1732
1704206100,4516.51,4517.49,4515.68,4515.68,1044
1704206400,4515.68,4517.83,4515.37,4517.83,1246
1704206700,4517.83,4518.11,4515.27,4516.77,1269
1704207000,4516.77,4518.18,4515.84,4517.71,896
1704207300,4517.71,4518.02,4517.17,4518.02,1713
1704207600,4518.02,4519.18,4517.18,4517.18,1384
1704207900,4517.18,4517.4,4514.7,4517.4,691
1704208200,4517.4,4519.25,4517.4,4519.25,1089
1704208500,4519.25,4520.59,4517.03,4517.03,1127
1704208800,4517.03,4518.47,4513.48,4513.48,1582
1704209100,4513.48,4516.48,4513.33,4516.48,955
1704209400,4516.48,4519.24,4516.48,4516.64,1164
1704209700,4516.64,4520.0,4516.49,4516.92,845
1704210000,4516.92,4519.55,4514.41,4519.55,1245
1704210300,4519.55,4521.11,4517.01,4517.01,1527
1704210600,4517.01,4518.14,4516.11,4516.11,706
1704210900,4516.11,4520.66,4515.88,4520.66,852
1704211200,4520.66,4521.03,4518.87,4519.62,1004
1704211500,4519.62,4520.17,4515.78,4518.84,756
1704211800,4518.84,4520.25,4518.41,4519.03,1356
1704212100,4519.03,4519.22,4516.39,4516.39,1368
1704212400,4516.39,4518.7,4515.54,4516.11,776
1704212700,4516.11,4518.65,4515.78,4518.65,1459
1704213000,4518.65,4521.31,4513.87,4518.67,2645
1704213300,4518.67,4522.27,4518.35,4520.47,295
1704213600,4520.47,4520.49,4519.45,4519.45,1512
1704213900,4519.45,4519.97,4518.37,4519.36,769
1704214200,4519.36,4519.64,4517.14,4517.14,760
1704214500,4517.14,4517.52,4516.26,4516.26,1062
1704214800,4516.26,4518.38,4511.62,4518.38,1067
1704215100,4518.38,4519.67,4514.87,4517.42,1775
1704215400,4517.42,4519.46,4515.7,4515.7,1137
1704215700,4515.7,4516.25,4512.67,4514.64,1563
1704216000,4514.64,4516.36,4514.58,4516.15,1272
1704216300,4516.15,4519.72,4515.74,4517.32,864
1704216600,4517.32,4521.17,4516.05,4518.51,1936
1704216900,4518.51,4519.43,4518.42,4518.67,1762
1704217200,4518.67,4520.18,4516.54,4520.18,1363
1704217500,4520.18,4522.24,4520.15,4522.24,1661
1704217800,4522.24,4522.79,4521.07,4521.19,1150
1704218100,4521.19,4523.67,4518.36,4523.67,1065
1704218400,4523.67,4525.48,4523.5,4525.24,1439
1704218700,4525.24,4529.12,4524.81,4526.18,777
1704219000,4526.18,4527.75,4525.84,4526.2,1031
1704219300,4526.2,4530.75,4523.99,4525.62,858
1704219600,4525.62,4528.06,4524.6,4528.06,1679
1704219900,4528.06,4528.48,4526.02,4526.02,1899
1704220200,4526.02,4526.79,4521.5,4526.52,1212
1704220500,4526.52,4527.78,4526.34,4526.86,1534
1704220800,4526.86,4528.75,4525.7,4525.92,1994
1704221100,4525.92,4528.58,4523.57,4528.58,2123
1704221400,4528.58,4530.58,4528.07,4528.42,928
1704221700,4528.42,4528.83,4527.91,4527.91,1177
1704222000,4527.91,4528.06,4524.4,4527.82,1032
1704222300,4527.82,4528.98,4525.85,4528.98,679
1704222600,4528.98,4529.34,4527.33,4527.97,819
1704222900,4527.97,4529.01,4525.08,4525.08,975
1704223200,4525.08,4526.47,4523.31,4523.31,1302
1704223500,4523.31,4524.98,4520.18,4524.98,785
1704223800,4524.98,4526.88,4524.09,4524.09,1242
1704224100,4524.09,4525.09,4522.83,4525.09,1245
1704224400,4525.09,4525.89,4523.29,4523.29,1222
1704224700,4523.29,4525.87,4522.3,4525.5,1223
1704225000,4525.5,4528.72,4524.74,4527.21,1455
1704225300,4527.21,4528.55,4525.87,4525.87,1937
1704225600,4525.87,4527.88,4524.76,4527.49,1685
1704225900,4527.49,4527.57,4526.56,4526.56,2046
1704226200,4526.56,4528.8,4526.42,4526.75,2429
1704226500,4526.75,4527.93,4525.21,4527.93,2951
1704226800,4527.93,4528.3,4526.96,4527.79,2611
1704227100,4527.79,4530.8,4526.55,4529.31,2201
1704227400,4529.31,4529.57,4528.67,4529.2,2899
1704227700,4529.2,4529.54,4528.76,4528.76,1997
1704228000,4528.76,4529.01,4528.24,4528.44,2728
1704228300,4528.44,4529.9,4526.15,4529.9,2901
1704228600,4529.9,4532.03,4529.32,4532.03,999
1704228900,4532.03,4532.96,4529.77,4532.75,1799
1704229200,4532.75,4533.16,4531.22,4532.75,859
1704229500,4532.75,4534.52,4532.63,4534.52,630
1704229800,4534.52,4535.38,4533.99,4535.38,1324
1704230100,4535.38,4537.67,4535.34,4537.67,958
1704230400,4537.67,4539.31,4533.5,4539.31,755
1704230700,4539.31,4540.57,4535.92,4535.92,1583
1704231000,4535.92,4538.38,4535.73,4537.99,1895
1704231300,4537.99,4538.5,4536.64,4537.73,1546
1704231600,4537.73,4539.78,4534.24,4539.37,1497
1704231900,4539.37,4542.06,4537.3,4537.3,1456
1704232200,4537.3,4537.73,4535.63,4535.63,1649
1704232500,4535.63,4536.77,4531.67,4533.36,1628
1704232800,4533.36,4533.9,4533.1,4533.1,1308
1704233100,4533.1,4533.12,4529.85,4531.79,775
1704233400,4531.79,4533.85,4529.64,4533.85,917
1704233700,4533.85,4534.12,4532.47,4532.47,1029
1704234000,4532.47,4533.82,4530.99,4530.99,897
1704234300,4530.99,4533.03,4530.57,4533.03,1501
1704234600,4533.03,4533.19,4530.55,4530.55,1025
1704234900,4530.55,4530.79,4526.49,4526.49,1149
1704235200,4526.49,4527.05,4526.06,4526.59,615
1704235500,4526.59,4528.35,4523.42,4525.82,1774
1704235800,4525.82,4525.85,4524.23,4524.23,463
1704236100,4524.23,4524.91,4524.13,4524.61,1291
1704236400,4524.61,4525.35,4523.43,4523.43,644
1704236700,4523.43,4523.64,4521.78,4521.78,1680
1704237000,4521.78,4523.05,4521.55,4523.05,1458
1704237300,4523.05,4523.17,4522.3,4522.71,1770
1704237600,4522.71,4524.34,4522.65,4524.34,1033
1704237900,4524.34,4528.05,4522.08,4522.08,1373
1704238200,4522.08,4523.56,4517.6,4520.22,1828
1704238500,4520.22,4520.92,4518.68,4518.68,1304
1704238800,4518.68,4520.17,4517.85,4518.48,733
1704239100,4518.48,4518.66,4517.78,4518.46,1255
1704239400,4518.46,4521.67,4516.57,4521.67,1797
1704239700,4521.67,4522.1,4521.48,4521.65,1313
1704240000,4521.65,4522.71,4521.33,4522.46,1510
1704240300,4522.46,4524.03,4521.64,4523.2,1715
1704240600,4523.2,4528.12,4521.76,4522.33,1060
1704240900,4522.33,4525.31,4521.34,4523.53,1124
1704241200,4523.53,4523.74,4522.02,4522.02,723
1704241500,4522.02,4523.03,4520.21,4520.21,1683
1704241800,4520.21,4523.4,4519.8,4523.11,718
1704242100,4523.11,4528.22,4522.5,4522.5,1889
1704242400,4522.5,4524.8,4522.08,4523.35,1768
