timestamp,open,high,low,close,volume
1768953600,62520.0,62533.43,62192.28,62367.71,290.11
1768953900,62367.71,62367.71,62098.99,62295.6,247.19
1768954200,62295.6,62295.6,61844.15,61960.64,617.21
1768954500,61960.64,61960.64,61436.09,61436.09,822.18
1768954800,61436.09,61436.09,60729.66,60729.66,707.25
1768955100,60729.66,61251.64,60729.66,61224.54,209.4
1768955400,61224.54,61400.82,61107.79,61306.34,421.2
1768955700,61306.34,61426.51,61100.51,61175.27,754.11
1768956000,61175.27,61263.78,60880.74,60880.74,512.58
1768956300,60880.74,61511.31,60880.74,61511.31,774.34
1768956600,61511.31,61590.91,61163.72,61276.64,334.88
1768956900,61276.64,61423.56,60917.95,60996.01,800.48
1768957200,60996.01,61145.08,60579.36,60612.26,340.35
1768957500,60612.26,60612.26,60116.56,60170.26,629.12
1768957800,60170.26,60170.26,59807.2,60000.0,289.57
1768958100,60000.0,60000.0,59477.99,60000.0,986.38
1768958400,60000.0,60449.91,59932.37,60252.56,121.07
1768958700,60252.56,60404.28,59993.36,60111.1,992.92
1768959000,60111.1,60299.41,59965.94,60045.92,387.46
1768959300,60045.92,60281.05,59819.63,60000.0,517.52
1768959600,60000.0,60489.85,59941.73,60489.85,445.02
1768959900,60489.85,60489.85,58998.98,60000.0,950.94
1768960200,60000.0,60040.18,59551.08,60000.0,877.1
1768960500,60000.0,60600.81,59818.81,60600.81,286.31
1768960800,60600.81,60600.81,59600.22,60000.0,928.15
1768961100,60000.0,60677.48,60000.0,60376.91,475.38
1768961400,60376.91,60853.66,60365.05,60687.09,458.56
1768961700,60687.09,60778.43,60368.28,60527.98,842.71
1768962000,60527.98,60910.69,60470.76,60910.69,166.66
1768962300,60910.69,61173.58,60772.52,60772.52,785.2
1768962600,60772.52,61129.1,60772.52,60909.39,495.88
1768962900,60909.39,61128.63,60853.61,61128.63,625.82
1768963200,61128.63,61330.65,60752.41,61330.65,382.87
1768963500,61330.65,61331.78,61157.75,61251.31,378.38
1768963800,61251.31,61403.19,60769.1,60901.28,861.19
1768964100,60901.28,61068.03,60711.41,61068.03,581.29
1768964400,61068.03,61068.03,60682.02,60682.02,320.59
1768964700,60682.02,61287.23,60508.48,61287.23,570.32
1768965000,61287.23,61402.11,60868.9,60868.9,204.77
1768965300,60868.9,60979.56,60403.08,60759.05,799.69
1768965600,60759.05,61056.61,60759.05,61052.8,562.8
1768965900,61052.8,61613.24,61052.8,61570.97,538.85
1768966200,61570.97,62016.95,61430.64,61913.08,584.76
1768966500,61913.08,62204.93,61888.8,62050.28,613.95
1768966800,62050.28,62533.27,61922.16,62511.81,809.93
1768967100,62511.81,62682.35,62432.86,62682.35,504.78
1768967400,62682.35,62715.9,62276.96,62682.37,117.54
1768967700,62682.37,62682.37,62266.03,62266.03,293.51
1768968000,62266.03,62266.03,62016.25,62075.54,693.55
1768968300,62075.54,62075.54,61462.01,61805.67,931.36
1768968600,61805.67,61899.36,61683.86,61836.1,179.23
1768968900,61836.1,62322.28,61793.48,62322.28,740.37
